web-scraper-order,web-scraper-start-url,pagination,PLZ,Stadt,Stadtteil,Landkreis,Bundesland
"1632988522-16472","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","33449","Langenberg","","Kreis Gütersloh","Nordrhein-Westfalen"
"1632988473-13677","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","71706","Markgröningen","","Kreis Ludwigsburg","Baden-Württemberg"
"1632988440-11334","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","9855498544","Zella-Mehlis","","Kreis Schmalkalden-Meiningen","Thüringen"
"1632988457-13040","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86156","Augsburg","Augsburg-Bärenkeller","","Bayern"
"1632988457-12640","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","8248182493","Mittenwald","","Kreis Garmisch-Partenkirchen","Bayern"
"1632988457-12981","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85417","Marzling","","Kreis Freising","Bayern"
"1632988501-15830","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","59399","Olfen","","Kreis Coesfeld","Nordrhein-Westfalen"
"1632988440-11689","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","92708","Mantel","","Kreis Neustadt a.d. Waldnaab","Bayern"
"1632988546-18258","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","1464114662","Mühlenberge","","Kreis Havelland","Brandenburg"
"1632988485-15126","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","69239","Neckarsteinach","","Kreis Bergstraße","Hessen"
"1632988501-15806","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","587065870858710","Menden/Sauerland","","Märkischer Kreis","Nordrhein-Westfalen"
"1632988538-17898","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","29355","Beedenbostel","","Kreis Celle","Niedersachsen"
"1632988522-16840","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38179","Schwülper","","Kreis Gifhorn","Niedersachsen"
"1632988485-15107","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","68775","Ketsch","","Rhein-Neckar-Kreis","Baden-Württemberg"
"1632988440-12194","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97259","Greußenheim","","Kreis Würzburg","Bayern"
"1632988440-11718","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","93099","Mötzing","","Kreis Regensburg","Bayern"
"1632988473-14077","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","75203","Königsbach-Stein","","Enzkreis","Baden-Württemberg"
"1632988501-15635","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","5637756379","Seelbach b. Nassau","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988440-12103","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","96190","Untermerzbach","","Kreis Haßberge","Bayern"
"1632988511-16103","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","47551","Bedburg-Hau","","Kreis Kleve","Nordrhein-Westfalen"
"1632988501-15219","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","51789","Lindlar","","Oberbergischer Kreis","Nordrhein-Westfalen"
"1632988440-11894","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","9437494505","Bernried/Niederbayern","","Kreis Deggendorf","Bayern"
"1632988440-11567","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91732","Merkendorf/Mittelfranken","","Kreis Ansbach","Bayern"
"1632988501-15631","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","5635756368","Roth/Rhein-Lahn-Kreis","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988423-10907","https://home.meinestadt.de/deutschland/plz-0","","04862","Mockrehna","","Kreis Nordsachsen","Sachsen"
"1632988522-16432","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","32457","Porta Westfalica","","Kreis Minden-Lübbecke","Nordrhein-Westfalen"
"1632988423-10745","https://home.meinestadt.de/deutschland/plz-0","","02779","Hainewalde","","Kreis Görlitz","Sachsen"
"1632988485-15061","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67756","Oberweiler im Tal","","Kreis Kusel","Rheinland-Pfalz"
"1632988538-17676","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25876","Wisch/Nordfriesland","","Kreis Nordfriesland","Schleswig-Holstein"
"1632988522-16795","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","37574","Einbeck","","Kreis Northeim","Niedersachsen"
"1632988440-11606","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","92263","Ebermannsdorf","","Kreis Amberg-Sulzbach","Bayern"
"1632988473-13774","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","72555","Metzingen","","Kreis Reutlingen","Baden-Württemberg"
"1632988440-11519","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91583","Schillingsfürst","","Kreis Ansbach","Bayern"
"1632988511-15967","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","44791","Bochum","Bochum-Harpen","","Nordrhein-Westfalen"
"1632988538-17972","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","29643","Neuenkirchen/Lüneb.Heide","","Heidekreis","Niedersachsen"
"1632988457-13405","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","88377","Riedhausen","","Kreis Ravensburg","Baden-Württemberg"
"1632988546-18255","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","14621","Schönwalde-Glien","","Kreis Havelland","Brandenburg"
"1632988538-17425","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24622","Gnutz","","Kreis Rendsburg-Eckernförde","Schleswig-Holstein"
"1632988473-13673","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","7167971732","Asperg","","Kreis Ludwigsburg","Baden-Württemberg"
"1632988485-14717","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","64823","Groß-Umstadt","","Kreis Darmstadt-Dieburg","Hessen"
"1632988457-13181","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86759","Wechingen","","Kreis Donau-Ries","Bayern"
"1632988511-15865","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","40229","Düsseldorf","Düsseldorf-Eller","","Nordrhein-Westfalen"
"1632988457-13295","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","87666","Pforzen","","Kreis Ostallgäu","Bayern"
"1632988511-15936","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","44137","Dortmund","Dortmund-Westfalenhalle","","Nordrhein-Westfalen"
"1632988485-14716","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","64807","Dieburg","","Kreis Darmstadt-Dieburg","Hessen"
"1632988501-15732","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","57299","Burbach/Siegerland","","Kreis Siegen-Wittgenstein","Nordrhein-Westfalen"
"1632988538-17853","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","27804","Berne","","Kreis Wesermarsch","Niedersachsen"
"1632988473-14029","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74746","Höpfingen","","Neckar-Odenwald-Kreis","Baden-Württemberg"
"1632988485-14793","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66265","Heusweiler","","Regionalverband Saarbrücken","Saarland"
"1632988522-16666","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","35796","Weinbach","","Kreis Limburg-Weilburg","Hessen"
"1632988457-13026","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85667","Oberpframmern","","Kreis Ebersberg","Bayern"
"1632988457-13307","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","87724","Ottobeuren","","Kreis Unterallgäu","Bayern"
"1632988546-18395","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","17091","Wolde","","Kreis Mecklenburgische Seenplatte","Mecklenburg-Vorpommern"
"1632988423-11290","https://home.meinestadt.de/deutschland/plz-0","","09623","Frauenstein","","Kreis Mittelsachsen","Sachsen"
"1632988440-12314","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97772","Wildflecken","","Kreis Bad Kissingen","Bayern"
"1632988423-11067","https://home.meinestadt.de/deutschland/plz-0","","0742207426","Königsee","","Kreis Saalfeld-Rudolstadt","Thüringen"
"1632988522-16849","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38274","Elbe","","Kreis Wolfenbüttel","Niedersachsen"
"1632988546-18181","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","12305","Berlin","Berlin-Lichtenrade","",""
"1632988538-17112","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21649","Regesbostel","","Kreis Harburg","Niedersachsen"
"1632988501-15344","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54317","Korlingen","","Kreis Trier-Saarburg","Rheinland-Pfalz"
"1632988440-11730","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","93152","Nittendorf","","Kreis Regensburg","Bayern"
"1632988457-12974","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85406","Zolling","","Kreis Freising","Bayern"
"1632988501-15478","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","55283","Nierstein","","Kreis Mainz-Bingen","Rheinland-Pfalz"
"1632988440-11368","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","90513","Zirndorf","","Kreis Fürth","Bayern"
"1632988423-10758","https://home.meinestadt.de/deutschland/plz-0","","01187","Dresden","Dresden-Plauen","","Sachsen"
"1632988538-17974","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","29649","Wietzendorf","","Heidekreis","Niedersachsen"
"1632988457-13290","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","87659","Hopferau","","Kreis Ostallgäu","Bayern"
"1632988538-17244","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23730","Neustadt/Holstein","","Kreis Ostholstein","Schleswig-Holstein"
"1632988538-17032","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21227","Bendestorf","","Kreis Harburg","Niedersachsen"
"1632988538-17385","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2436124363","Holtsee","","Kreis Rendsburg-Eckernförde","Schleswig-Holstein"
"1632988501-15610","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56323","Waldesch","","Kreis Mayen-Koblenz","Rheinland-Pfalz"
"1632988473-13667","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","71573","Allmersbach im Tal","","Rems-Murr-Kreis","Baden-Württemberg"
"1632988538-17083","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21444","Vierhöfen","","Kreis Harburg","Niedersachsen"
"1632988538-17693","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25938","Alkersum","","Kreis Nordfriesland","Schleswig-Holstein"
"1632988522-16953","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","39175","Biederitz","","Kreis Jerichower Land","Sachsen-Anhalt"
"1632988440-11845","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","94169","Thurmansbang","","Kreis Freyung-Grafenau","Bayern"
"1632988546-18385","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","16866","Kyritz","","Kreis Ostprignitz-Ruppin","Brandenburg"
"1632988501-15318","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","53909","Zülpich","","Kreis Euskirchen","Nordrhein-Westfalen"
"1632988423-11070","https://home.meinestadt.de/deutschland/plz-0","","07427","Schwarzburg","","Kreis Saalfeld-Rudolstadt","Thüringen"
"1632988485-15063","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","6780667808","Imsweiler","","Donnersbergkreis","Rheinland-Pfalz"
"1632988457-12694","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","83257","Gstadt a. Chiemsee","","Kreis Rosenheim","Bayern"
"1632988423-11189","https://home.meinestadt.de/deutschland/plz-0","","08606","Oelsnitz/Vogtland","","Vogtlandkreis","Sachsen"
"1632988423-11292","https://home.meinestadt.de/deutschland/plz-0","","0962909634","Reinsberg","","Kreis Mittelsachsen","Sachsen"
"1632988457-13102","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86529","Schrobenhausen","","Kreis Neuburg-Schrobenhausen","Bayern"
"1632988473-14288","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","78239","Rielasingen-Worblingen","","Kreis Konstanz","Baden-Württemberg"
"1632988538-17183","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","22529","Hamburg","Hamburg-Lokstedt","",""
"1632988473-14252","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","77948","Friesenheim/Baden","","Ortenaukreis","Baden-Württemberg"
"1632988511-16047","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","46149","Oberhausen","Oberhausen-Buschhausen","","Nordrhein-Westfalen"
"1632988457-13506","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","89293","Kellmünz a.d. Iller","","Kreis Neu-Ulm","Bayern"
"1632988440-11827","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","94139","Breitenberg/Niederbayern","","Kreis Passau","Bayern"
"1632988538-17288","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23898","Lüchow b. Sandesneben","","Kreis Herzogtum Lauenburg","Schleswig-Holstein"
"1632988485-14990","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67480","Edenkoben","","Kreis Südliche Weinstraße","Rheinland-Pfalz"
"1632988538-17501","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24869","Dörpstedt","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988522-17001","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","396383964639649","Gardelegen","","Altmarkkreis Salzwedel","Sachsen-Anhalt"
"1632988522-16540","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","34369","Hofgeismar","","Kreis Kassel","Hessen"
"1632988538-17256","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23775","Großenbrode","","Kreis Ostholstein","Schleswig-Holstein"
"1632988457-12560","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","82110","Germering","","Kreis Fürstenfeldbruck","Bayern"
"1632988485-14883","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66917","Wallhalben","","Südwestpfalz","Rheinland-Pfalz"
"1632988473-14042","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74862","Binau","","Neckar-Odenwald-Kreis","Baden-Württemberg"
"1632988485-15071","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","6781367822","Sankt Alban","","Donnersbergkreis","Rheinland-Pfalz"
"1632988546-18184","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","12355","Berlin","Berlin-Rudow","",""
"1632988423-10857","https://home.meinestadt.de/deutschland/plz-0","","04509","Schönwölkau","","Kreis Nordsachsen","Sachsen"
"1632988457-13261","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","87496","Untrasried","","Kreis Ostallgäu","Bayern"
"1632988440-12131","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","96328","Küps","","Kreis Kronach","Bayern"
"1632988457-12977","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85411","Hohenkammer","","Kreis Freising","Bayern"
"1632988485-14825","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66557","Illingen/Saar","","Kreis Neunkirchen","Saarland"
"1632988473-13989","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74429","Sulzbach-Laufen","","Kreis Schwäbisch Hall","Baden-Württemberg"
"1632988440-12216","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97292","Uettingen","","Kreis Würzburg","Bayern"
"1632988538-17621","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25719","Barlt","","Kreis Dithmarschen","Schleswig-Holstein"
"1632988473-13995","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74532","Ilshofen","","Kreis Schwäbisch Hall","Baden-Württemberg"
"1632988522-16411","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","31860","Emmerthal","","Kreis Hameln-Pyrmont","Niedersachsen"
"1632988511-16138","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","48159","Münster","Münster-Sprakel","","Nordrhein-Westfalen"
"1632988440-11538","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91613","Marktbergel","","Kreis Neustadt/Aisch-Bad Windsheim","Bayern"
"1632988440-12074","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","96146","Altendorf Kr. Bamberg","","Kreis Bamberg","Bayern"
"1632988440-11572","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91740","Röckingen","","Kreis Ansbach","Bayern"
"1632988473-14398","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","79276","Reute","","Kreis Emmendingen","Baden-Württemberg"
"1632988473-13940","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","7422374388","Talheim/Neckar","","Kreis Heilbronn","Baden-Württemberg"
"1632988423-10916","https://home.meinestadt.de/deutschland/plz-0","","0491004932","Röderland","","Kreis Elbe-Elster","Brandenburg"
"1632988457-13154","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86698","Oberndorf a. Lech","","Kreis Donau-Ries","Bayern"
"1632988522-16790","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","37441","Bad Sachsa","","Kreis Göttingen","Niedersachsen"
"1632988473-14203","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","7687776879","Hochstadt/Pfalz","","Kreis Südliche Weinstraße","Rheinland-Pfalz"
"1632988473-13808","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","72829","Engstingen","","Kreis Reutlingen","Baden-Württemberg"
"1632988440-12429","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","99189","Walschleben","","Kreis Sömmerda","Thüringen"
"1632988457-12860","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","84419","Schwindegg","","Kreis Mühldorf a. Inn","Bayern"
"1632988440-11510","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91550","Dinkelsbühl","","Kreis Ansbach","Bayern"
"1632988457-12810","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","84130","Dingolfing","","Kreis Dingolfing-Landau","Bayern"
"1632988501-15415","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54584","Jünkerath","","Landkreis Vulkaneifel","Rheinland-Pfalz"
"1632988538-17426","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24623","Großenaspe","","Kreis Segeberg","Schleswig-Holstein"
"1632988538-17750","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","26670","Uplengen","","Kreis Leer","Niedersachsen"
"1632988501-15683","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56746","Hohenleimbach","","Kreis Ahrweiler","Rheinland-Pfalz"
"1632988546-18032","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","17509","Loissin","","Kreis Vorpommern-Greifswald","Mecklenburg-Vorpommern"
"1632988538-17463","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2479924861","Meggerdorf","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988473-14102","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","75391","Gechingen","","Kreis Calw","Baden-Württemberg"
"1632988457-12532","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","81249","München","München-Aubing","","Bayern"
"1632988457-13369","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","88179","Oberreute","","Kreis Lindau/Bodensee","Bayern"
"1632988473-13709","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","72202","Nagold","","Kreis Calw","Baden-Württemberg"
"1632988485-14813","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","664826650666917","Maßweiler","","Südwestpfalz","Rheinland-Pfalz"
"1632988457-13077","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86482","Aystetten","","Kreis Augsburg","Bayern"
"1632988423-11180","https://home.meinestadt.de/deutschland/plz-0","","08491","Netzschkau","","Vogtlandkreis","Sachsen"
"1632988457-12558","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","82065","Baierbrunn","","Kreis München","Bayern"
"1632988485-14841","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66687","Wadern","","Kreis Merzig-Wadern","Saarland"
"1632988501-15619","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56341","Kamp-Bornhofen","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988473-13639","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","71272","Renningen","","Kreis Böblingen","Baden-Württemberg"
"1632988440-11989","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","95339","Wirsberg","","Kreis Kulmbach","Bayern"
"1632988522-16572","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","34599","Neuental","","Schwalm-Eder-Kreis","Hessen"
"1632988423-10874","https://home.meinestadt.de/deutschland/plz-0","","01307","Dresden","Dresden-Johannstadt-Nord","","Sachsen"
"1632988485-14666","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","64319","Pfungstadt","","Kreis Darmstadt-Dieburg","Hessen"
"1632988457-13015","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85640","Putzbrunn","","Kreis München","Bayern"
"1632988457-13024","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85664","Hohenlinden","","Kreis Ebersberg","Bayern"
"1632988501-15217","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","51709","Marienheide","","Oberbergischer Kreis","Nordrhein-Westfalen"
"1632988538-17224","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23568","Lübeck","Lübeck-Karlshof / Israelsdorf / Gothmund","","Schleswig-Holstein"
"1632988538-17233","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23623","Ahrensbök","","Kreis Ostholstein","Schleswig-Holstein"
"1632988511-16000","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","45259","Essen/Ruhr","Essen/Ruhr-Heisingen","","Nordrhein-Westfalen"
"1632988522-16462","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","33178","Borchen","","Kreis Paderborn","Nordrhein-Westfalen"
"1632988522-16955","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","39217392183922139245","Schönebeck (Elbe)","","Salzlandkreis","Sachsen-Anhalt"
"1632988501-15560","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","5613056132","Bad Ems","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988501-15340","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54313","Zemmer","","Kreis Trier-Saarburg","Rheinland-Pfalz"
"1632988440-12269","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97516","Oberschwarzach","","Kreis Schweinfurt","Bayern"
"1632988538-17395","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2439224407","Rabenkirchen-Faulück","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988473-13656","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","7154074427","Fichtenberg/Württemberg","","Kreis Schwäbisch Hall","Baden-Württemberg"
"1632988538-17666","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25859","Hooge","","Kreis Nordfriesland","Schleswig-Holstein"
"1632988522-16820","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","3810238114","Braunschweig","","","Niedersachsen"
"1632988538-17252","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23758","Oldenburg in Holstein","","Kreis Ostholstein","Schleswig-Holstein"
